problems_url,problems_number,problems_title,problems_info_publish,problems_info_solved,problems_info_difficulty,problems_content_text,problems_content_html,problems_content_images_name,problems_content_images_url,problems_content_files_name,problems_content_files_url
https://projecteuler.net/problem=260,260,Stone Game,"Friday, 16th October 2009, 01:00 pm",1027,70,"A game is played with three piles of stones and two players.
At her turn, a player removes one or more stones from the piles. However, if she takes stones from more than one pile, she must remove the same number of stones from each of the selected piles.
In other words, the player chooses some N>0 and removes:
N stones from any single pile; or
N stones from each of any two piles (2N total); or
N stones from each of the three piles (3N total).
The player taking the last stone(s) wins the game.
A winning configuration is one where the first player can force a win.
For example, (0,0,13), (0,11,11) and (5,5,5) are winning configurations because the first player can immediately remove all stones.
A losing configuration is one where the second player can force a win, no matter what the first player does.
For example, (0,1,2) and (1,3,3) are losing configurations: any legal move leaves a winning configuration for the second player.
Consider all losing configurations (xi,yi,zi) where xi ≤ yi ≤ zi ≤ 100.
We can verify that Σ(xi+yi+zi) = 173895 for these.
Find Σ(xi+yi+zi) where (xi,yi,zi) ranges over the losing configurations
with xi ≤ yi ≤ zi ≤ 1000.","<p>A game is played with three piles of stones and two players.<br>At her turn, a player removes one or more stones from the piles. However, if she takes stones from more than one pile, she must remove the same number of stones from each of the selected piles.</p><p>In other words, the player chooses some N&gt;0 and removes:</p><ul><li>N stones from any single pile; or</li><li>N stones from each of any two piles (2N total); or</li><li>N stones from each of the three piles (3N total).</li></ul>The player taking the last stone(s) wins the game.<p>A <i>winning configuration</i> is one where the first player can force a win.<br>For example, (0,0,13), (0,11,11) and (5,5,5) are winning configurations because the first player can immediately remove all stones.</p><p>A <i>losing configuration</i> is one where the second player can force a win, no matter what the first player does.<br> For example, (0,1,2) and (1,3,3) are losing configurations: any legal move leaves a winning configuration for the second player.</p><p>Consider all  losing configurations (x<sub>i</sub>,y<sub>i</sub>,z<sub>i</sub>) where x<sub>i</sub> ≤ y<sub>i</sub> ≤ z<sub>i</sub> ≤ 100.<br>We can verify that Σ(x<sub>i</sub>+y<sub>i</sub>+z<sub>i</sub>) = 173895 for these.</p><p>Find Σ(x<sub>i</sub>+y<sub>i</sub>+z<sub>i</sub>) where (x<sub>i</sub>,y<sub>i</sub>,z<sub>i</sub>) ranges over the losing configurations<br>with x<sub>i</sub> ≤ y<sub>i</sub> ≤ z<sub>i</sub> ≤ 1000.</p>",,,,
https://projecteuler.net/problem=261,261,Pivotal Square Sums,"Friday, 23rd October 2009, 05:00 pm",522,85,"Let us call a positive integer k a square-pivot, if there is a pair of integers m > 0 and n ≥ k, such that the sum of the (m+1) consecutive squares up to k equals the sum of the m consecutive squares from (n+1) on:
(k-m)2 + ... + k2 = (n+1)2 + ... + (n+m)2.
Some small square-pivots are
4: 32 + 42 = 52
21: 202 + 212 = 292
24: 212 + 222 + 232 + 242 = 252 + 262 + 272
110: 1082 + 1092 + 1102 = 1332 + 1342
Find the sum of all distinct square-pivots ≤ 1010.","<p>Let us call a positive integer <var>k</var> a <var>square-pivot</var>, if there is a pair of integers <var>m</var> &gt; 0 and <var>n</var> ≥ <var>k</var>, such that the sum of the (<var>m</var>+1) consecutive squares up to <var>k</var> equals the sum of the <var>m</var> consecutive squares from (<var>n</var>+1) on:</p><div align=""center"">(<var>k</var>-<var>m</var>)<sup>2</sup> + ... + <var>k</var><sup>2</sup> = (<var>n</var>+1)<sup>2</sup> + ... + (<var>n</var>+<var>m</var>)<sup>2</sup>.</div><p>Some small square-pivots are</p><ul><li><b>4</b>: 3<sup>2</sup> + <b>4</b><sup>2</sup> = 5<sup>2</sup></li><li><b>21</b>: 20<sup>2</sup> + <b>21</b><sup>2</sup> = 29<sup>2</sup></li><li><b>24</b>: 21<sup>2</sup> + 22<sup>2</sup> + 23<sup>2</sup> + <b>24</b><sup>2</sup> = 25<sup>2</sup> + 26<sup>2</sup> + 27<sup>2</sup></li><li><b>110</b>: 108<sup>2</sup> + 109<sup>2</sup> + <b>110</b><sup>2</sup> = 133<sup>2</sup> + 134<sup>2</sup></li></ul><p>Find the sum of all <b>distinct</b> square-pivots ≤ 10<sup>10</sup>.</p>",,,,
https://projecteuler.net/problem=262,262,Mountain Range,"Friday, 30th October 2009, 09:00 pm",566,80,"The following equation represents the continuous topography of a mountainous region, giving the elevation h at any point (x,y):
A mosquito intends to fly from A(200,200) to B(1400,1400), without leaving the area given by 0 ≤ x, y ≤ 1600.
Because of the intervening mountains, it first rises straight up to a point A', having elevation f. Then, while remaining at the same elevation f, it flies around any obstacles until it arrives at a point B' directly above B.
First, determine fmin which is the minimum constant elevation allowing such a trip from A to B, while remaining in the specified area.
Then, find the length of the shortest path between A' and B', while flying at that constant elevation fmin.
Give that length as your answer, rounded to three decimal places.
Note: For convenience, the elevation function shown above is repeated below, in a form suitable for most programming languages:
h=( 5000-0.005*(x*x+y*y+x*y)+12.5*(x+y) ) * exp( -abs(0.000001*(x*x+y*y)-0.0015*(x+y)+0.7) )","<p>The following equation represents the <i>continuous</i> topography of a mountainous region, giving the <dfn title=""height above sea level"">elevation</dfn> <var>h</var> at any point (<var>x</var>,<var>y</var>):</p><div align=""center""><img src=""project/images/p262_formula1.gif"" alt=""p262_formula1.gif""><br></div><p>A mosquito intends to fly from A(200,200) to B(1400,1400), without leaving the area given by 0&nbsp;≤&nbsp;<var>x</var>,&nbsp;<var>y</var>&nbsp;≤&nbsp;1600.</p><p>Because of the intervening mountains, it first rises straight up to a point A', having elevation <var>f</var>. Then, while remaining at the same elevation <var>f</var>, it flies around any obstacles until it arrives at a point B' directly above B.</p><p>First, determine <var>f<sub>min</sub></var> which is the minimum constant elevation allowing such a trip from A to B, while remaining in the specified area.<br>Then, find the length of the shortest path between A' and B', while flying at that constant elevation <var>f<sub>min</sub></var>.</p><p>Give that length as your answer, rounded to three decimal places.</p><p><font><u>Note</u>: For convenience, the elevation function shown above is repeated below, in a form suitable for most programming languages:<br>h=( 5000-0.005*(x*x+y*y+x*y)+12.5*(x+y) ) * exp( -abs(0.000001*(x*x+y*y)-0.0015*(x+y)+0.7) )</font></p>",p262_formula1.gif,https://projecteuler.net/project/images/p262_formula1.gif,,
https://projecteuler.net/problem=263,263,An engineers' dream come true,"Saturday, 7th November 2009, 01:00 am",835,75,"Consider the number 6. The divisors of 6 are: 1,2,3 and 6.
Every number from 1 up to and including 6 can be written as a sum of distinct divisors of 6:
1=1, 2=2, 3=1+2, 4=1+3, 5=2+3, 6=6.
A number n is called a practical number if every number from 1 up to and including n can be expressed as a sum of distinct divisors of n.
A pair of consecutive prime numbers with a difference of six is called a sexy pair (since ""sex"" is the Latin word for ""six""). The first sexy pair is (23, 29).
We may occasionally find a triple-pair, which means three consecutive sexy prime pairs, such that the second member of each pair is the first member of the next pair.
We shall call a number n such that :
(n-9, n-3), (n-3,n+3), (n+3, n+9) form a triple-pair, and
the numbers n-8, n-4, n, n+4 and n+8 are all practical,
an engineers’ paradise.
Find the sum of the first four engineers’ paradises.","<p>Consider the number 6. The divisors of 6 are: 1,2,3 and 6.<br>Every number from 1 up to and including 6 can be written as a sum of distinct divisors of 6:<br>1=1, 2=2, 3=1+2, 4=1+3, 5=2+3, 6=6.<br>A number <var>n</var> is called a practical number if every number from 1 up to and including <var>n</var> can be expressed as a sum of distinct divisors of <var>n</var>.</p><p>A pair of consecutive prime numbers with a difference of six is called a sexy pair (since ""sex"" is the Latin word for ""six""). The first sexy pair is (23, 29).</p><p>We may occasionally find a triple-pair, which means three consecutive sexy prime pairs, such that the second member of each pair is the first member of the next pair.</p><p>We shall call a number <var>n</var> such that :</p><ul><li>(<var>n</var>-9, <var>n</var>-3), (<var>n</var>-3,<var>n</var>+3), (<var>n</var>+3, <var>n</var>+9) form a triple-pair, and </li><li>the numbers <var>n</var>-8, <var>n</var>-4, <var>n</var>, <var>n</var>+4 and <var>n</var>+8 are all practical,</li></ul> an engineers’ paradise.<p>Find the sum of the first four engineers’ paradises.</p>",,,,
https://projecteuler.net/problem=264,264,Triangle Centres,"Saturday, 14th November 2009, 05:00 am",457,85,"Consider all the triangles having:
All their vertices on lattice points.
Circumcentre at the origin O.
Orthocentre at the point H(5, 0).
There are nine such triangles having a perimeter ≤ 50.
Listed and shown in ascending order of their perimeter, they are:
A(-4, 3), B(5, 0), C(4, -3)
A(4, 3), B(5, 0), C(-4, -3)
A(-3, 4), B(5, 0), C(3, -4)
A(3, 4), B(5, 0), C(-3, -4)
A(0, 5), B(5, 0), C(0, -5)
A(1, 8), B(8, -1), C(-4, -7)
A(8, 1), B(1, -8), C(-4, 7)
A(2, 9), B(9, -2), C(-6, -7)
A(9, 2), B(2, -9), C(-6, 7)
The sum of their perimeters, rounded to four decimal places, is 291.0089.
Find all such triangles with a perimeter ≤ 105.
Enter as your answer the sum of their perimeters rounded to four decimal places.","<p>Consider all the triangles having:</p><ul><li>All their vertices on <dfn title=""Integer coordinates"">lattice points</dfn>.</li><li><dfn title=""Centre of the circumscribed circle"">Circumcentre</dfn> at the origin O.</li><li><dfn title=""Point where the three altitudes meet"">Orthocentre</dfn> at the point H(5, 0).</li></ul><p>There are nine such triangles having a perimeter ≤ 50.<br>Listed and shown in ascending order of their perimeter, they are:</p><p></p><table><tbody><tr><td>A(-4, 3), B(5, 0), C(4, -3)<br>A(4, 3), B(5, 0), C(-4, -3)<br>A(-3, 4), B(5, 0), C(3, -4)<br><br><br>A(3, 4), B(5, 0), C(-3, -4)<br>A(0, 5), B(5, 0), C(0, -5)<br>A(1, 8), B(8, -1), C(-4, -7)<br><br><br>A(8, 1), B(1, -8), C(-4, 7)<br>A(2, 9), B(9, -2), C(-6, -7)<br>A(9, 2), B(2, -9), C(-6, 7)<br></td><td><img src=""project/images/p264_TriangleCentres.gif"" alt=""p264_TriangleCentres.gif""></td></tr></tbody></table><p>The sum of their perimeters, rounded to four decimal places, is 291.0089.</p><p>Find all such triangles with a perimeter ≤ 10<sup>5</sup>.<br>Enter as your answer the sum of their perimeters rounded to four decimal places.</p>",p264_TriangleCentres.gif,https://projecteuler.net/project/images/p264_TriangleCentres.gif,,
https://projecteuler.net/problem=265,265,Binary Circles,"Saturday, 21st November 2009, 09:00 am",3436,40,"2N binary digits can be placed in a circle so that all the N-digit clockwise subsequences are distinct.
For N=3, two such circular arrangements are possible, ignoring rotations:
For the first arrangement, the 3-digit subsequences, in clockwise order, are:
000, 001, 010, 101, 011, 111, 110 and 100.
Each circular arrangement can be encoded as a number by concatenating the binary digits starting with the subsequence of all zeros as the most significant bits and proceeding clockwise. The two arrangements for N=3 are thus represented as 23 and 29:
00010111 2 = 23
00011101 2 = 29
Calling S(N) the sum of the unique numeric representations, we can see that S(3) = 23 + 29 = 52.
Find S(5).","<p>2<sup>N</sup> binary digits can be placed in a circle so that all the N-digit clockwise subsequences are distinct.</p><p>For N=3, two such circular arrangements are possible, ignoring rotations:</p><div align=""center""><img src=""project/images/p265_BinaryCircles.gif"" alt=""p265_BinaryCircles.gif""></div><p>For the first arrangement, the 3-digit subsequences, in clockwise order, are:<br> 000, 001, 010, 101, 011, 111, 110 and 100.</p><p>Each circular arrangement can be encoded as a number by concatenating the binary digits starting with the subsequence of all zeros as the most significant bits and proceeding clockwise. The two arrangements for N=3 are thus represented as 23 and 29:</p><div align=""center"">00010111 <sub>2</sub> = 23</div><div align=""center"">00011101 <sub>2</sub> = 29</div><p>Calling S(N) the sum of the unique numeric representations, we can see that S(3) = 23 + 29 = 52.</p><p>Find S(5).</p>",p265_BinaryCircles.gif,https://projecteuler.net/project/images/p265_BinaryCircles.gif,,
https://projecteuler.net/problem=266,266,Pseudo Square Root,"Saturday, 28th November 2009, 01:00 pm",1348,65,"The divisors of 12 are: 1,2,3,4,6 and 12.
The largest divisor of 12 that does not exceed the square root of 12 is 3.
We shall call the largest divisor of an integer n that does not exceed the square root of n the pseudo square root (PSR) of n.
It can be seen that PSR(3102)=47.
Let p be the product of the primes below 190.
Find PSR(p) mod 1016.","<p>The divisors of 12 are: 1,2,3,4,6 and 12.<br>The largest divisor of 12 that does not exceed the square root of 12 is 3.<br>We shall call the largest divisor of an integer <var>n</var> that does not exceed the square root of <var>n</var> the pseudo square root (PSR) of <var>n</var>.<br>It can be seen that PSR(3102)=47.</p><p>Let <var>p</var> be the product of the primes below 190.<br>Find PSR(<var>p</var>) mod 10<sup>16</sup>.</p>",,,,
https://projecteuler.net/problem=267,267,Billionaire,"Friday, 4th December 2009, 01:00 pm",2722,50,"You are given a unique investment opportunity.
Starting with £1 of capital, you can choose a fixed proportion, f, of your capital to bet on a fair coin toss repeatedly for 1000 tosses.
Your return is double your bet for heads and you lose your bet for tails.
For example, if f = 1/4, for the first toss you bet £0.25, and if heads comes up you win £0.5 and so then have £1.5. You then bet £0.375 and if the second toss is tails, you have £1.125.
Choosing f to maximize your chances of having at least £1,000,000,000 after 1,000 flips, what is the chance that you become a billionaire?
All computations are assumed to be exact (no rounding), but give your answer rounded to 12 digits behind the decimal point in the form 0.abcdefghijkl.","<p>You are given a unique investment opportunity.</p><p>Starting with £1 of capital, you can choose a fixed proportion, <var>f</var>, of your capital to bet on a fair coin toss repeatedly for 1000 tosses.</p><p>Your return is double your bet for heads and you lose your bet for tails.</p><p>For example, if <var>f</var> = 1/4,  for the first toss you bet £0.25, and if heads comes up you win £0.5 and so then have £1.5. You then bet £0.375 and if the second toss is tails, you have £1.125.</p><p>Choosing <var>f</var> to maximize your chances of having at least £1,000,000,000 after 1,000 flips, what is the chance that you become a billionaire?</p><p>All computations are assumed to be exact (no rounding), but give your answer rounded to 12 digits behind the decimal point in the form 0.abcdefghijkl.</p>",,,,
https://projecteuler.net/problem=268,268,Counting numbers with at least four distinct prime factors less than 100,"Friday, 11th December 2009, 05:00 pm",1140,70,"It can be verified that there are 23 positive integers less than 1000 that are divisible by at least four distinct primes less than 100.
Find how many positive integers less than 1016 are divisible by at least four distinct primes less than 100.",<p>It can be verified that there are 23 positive integers less than 1000 that are divisible by at least four distinct primes less than 100.</p><p>Find how many positive integers less than 10<sup>16</sup> are divisible by at least four distinct primes less than 100.</p>,,,,
https://projecteuler.net/problem=269,269,Polynomials with at least one integer root,"Saturday, 19th December 2009, 09:00 am",535,80,"A root or zero of a polynomial P(x) is a solution to the equation P(x) = 0.
Define Pn as the polynomial whose coefficients are the digits of n.
For example, P5703(x) = 5x3 + 7x2 + 3.
We can see that:
Pn(0) is the last digit of n,
Pn(1) is the sum of the digits of n,
Pn(10) is n itself.
Define Z(k) as the number of positive integers, n, not exceeding k for which the polynomial Pn has at least one integer root.
It can be verified that Z(100 000) is 14696.
What is Z(1016)?","<p>A root or zero of a polynomial P(<var>x</var>) is a solution to the equation P(<var>x</var>) = 0. <br>Define P<sub><var>n</var></sub> as the polynomial whose coefficients are the digits of <var>n</var>.<br>For example, P<sub>5703</sub>(<var>x</var>) = 5<var>x</var><sup>3</sup> + 7<var>x</var><sup>2</sup> + 3.</p><p>We can see that:</p><ul><li>P<sub><var>n</var></sub>(0) is the last digit of <var>n</var>,</li><li>P<sub><var>n</var></sub>(1) is the sum of the digits of <var>n</var>,</li><li>P<sub><var>n</var></sub>(10) is <var>n</var> itself.</li></ul><p>Define Z(<var>k</var>) as the number of positive integers, <var>n</var>, not exceeding <var>k</var> for which the polynomial P<sub><var>n</var></sub> has at least one integer root.</p><p>It can be verified that Z(100 000) is 14696.</p><p>What is Z(10<sup>16</sup>)?</p>",,,,
https://projecteuler.net/problem=270,270,Cutting Squares,"Saturday, 26th December 2009, 01:00 am",515,80,"A square piece of paper with integer dimensions N×N is placed with a corner at the origin and two of its sides along the x- and y-axes. Then, we cut it up respecting the following rules:
We only make straight cuts between two points lying on different sides of the square, and having integer coordinates.
Two cuts cannot cross, but several cuts can meet at the same border point.
Proceed until no more legal cuts can be made.
Counting any reflections or rotations as distinct, we call C(N) the number of ways to cut an N×N square. For example, C(1) = 2 and C(2) = 30 (shown below).
What is C(30) mod 108 ?","<p>A square piece of paper with integer dimensions N×N is placed with a corner at the origin and two of its sides along the <var>x</var>- and <var>y</var>-axes. Then, we cut it up respecting the following rules:</p><ul><li>We only make straight cuts between two points lying on different sides of the square, and having integer coordinates.</li><li>Two cuts cannot cross, but several cuts can meet at the same border point.</li><li>Proceed until no more legal cuts can be made.</li></ul><p>Counting any reflections or rotations as distinct, we call C(N) the number of ways to cut an N×N square. For example, C(1) = 2 and C(2) = 30 (shown below).</p><div align=""center""><img src=""project/images/p270_CutSquare.gif"" alt=""p270_CutSquare.gif""></div><p>What is C(30) mod 10<sup>8</sup> ?</p>",p270_CutSquare.gif,https://projecteuler.net/project/images/p270_CutSquare.gif,,
https://projecteuler.net/problem=271,271,"Modular Cubes, part 1","Saturday, 2nd January 2010, 05:00 am",1869,60,"For a positive number n, define S(n) as the sum of the integers x, for which 1<x<n and
x3≡1 mod n.
When n=91, there are 8 possible values for x, namely : 9, 16, 22, 29, 53, 74, 79, 81.
Thus, S(91)=9+16+22+29+53+74+79+81=363.
Find S(13082761331670030).","<p>For a positive number <var>n</var>, define S(<var>n</var>) as the sum of the integers <var>x,</var> for which 1&lt;<var>x</var>&lt;<var>n</var> and<br><var>x</var><sup>3</sup>≡1 mod <var>n</var>.</p><p>When <var>n</var>=91, there are 8 possible values for <var>x</var>, namely : 9, 16, 22, 29, 53, 74, 79, 81.<br>Thus, S(91)=9+16+22+29+53+74+79+81=363.</p><p>Find S(13082761331670030).</p>",,,,
https://projecteuler.net/problem=272,272,"Modular Cubes, part 2","Saturday, 2nd January 2010, 05:00 am",726,80,"For a positive number n, define C(n) as the number of the integers x, for which 1<x<n and
x3≡1 mod n.
When n=91, there are 8 possible values for x, namely : 9, 16, 22, 29, 53, 74, 79, 81.
Thus, C(91)=8.
Find the sum of the positive numbers n≤1011 for which C(n)=242.","<p>For a positive number <var>n</var>, define C(<var>n</var>) as the number of the integers <var>x,</var> for which 1&lt;<var>x</var>&lt;<var>n</var> and<br><var>x</var><sup>3</sup>≡1 mod <var>n</var>.</p><p>When <var>n</var>=91, there are 8 possible values for <var>x</var>, namely : 9, 16, 22, 29, 53, 74, 79, 81.<br>Thus, C(91)=8.</p><p>Find the sum of the positive numbers <var>n</var>≤10<sup>11</sup> for which C(<var>n</var>)=242.</p>",,,,
https://projecteuler.net/problem=273,273,Sum of Squares,"Saturday, 9th January 2010, 01:00 pm",1066,70,"Consider equations of the form: a2 + b2 = N, 0 ≤ a ≤ b, a, b and N integer.
For N=65 there are two solutions:
a=1, b=8 and a=4, b=7.
We call S(N) the sum of the values of a of all solutions of a2 + b2 = N, 0 ≤ a ≤ b, a, b and N integer.
Thus S(65) = 1 + 4 = 5.
Find ∑S(N), for all squarefree N only divisible by primes of the form 4k+1 with 4k+1 < 150.","<p>Consider equations of the form: <var>a</var><sup>2</sup> + <var>b</var><sup>2</sup> = <var>N</var>, 0 ≤ <var>a</var> ≤ <var>b</var>, <var>a</var>, <var>b</var> and <var>N</var> integer.</p><p>For <var>N</var>=65 there are two solutions:</p><p><var>a</var>=1, <var>b</var>=8 and <var>a</var>=4, <var>b</var>=7.</p><p>We call S(<var>N</var>) the sum of the values of <var>a</var> of all solutions of <var>a</var><sup>2</sup> + <var>b</var><sup>2</sup> = <var>N</var>, 0 ≤ <var>a</var> ≤ <var>b</var>, <var>a</var>, <var>b</var> and <var>N</var> integer.</p><p>Thus S(65) = 1 + 4 = 5.</p><p>Find ∑S(<var>N</var>), for all squarefree <var>N</var> only divisible by primes of the form 4<var>k</var>+1 with 4<var>k</var>+1 &lt; 150.</p>",,,,
https://projecteuler.net/problem=274,274,Divisibility Multipliers,"Friday, 15th January 2010, 01:00 pm",1153,65,"For each integer p > 1 coprime to 10 there is a positive divisibility multiplier m < p which preserves divisibility by p for the following function on any positive integer, n:
f(n) = (all but the last digit of n) + (the last digit of n) * m
That is, if m is the divisibility multiplier for p, then f(n) is divisible by p if and only if n is divisible by p.
(When n is much larger than p, f(n) will be less than n and repeated application of f provides a multiplicative divisibility test for p.)
For example, the divisibility multiplier for 113 is 34.
f(76275) = 7627 + 5 * 34 = 7797 : 76275 and 7797 are both divisible by 113
f(12345) = 1234 + 5 * 34 = 1404 : 12345 and 1404 are both not divisible by 113
The sum of the divisibility multipliers for the primes that are coprime to 10 and less than 1000 is 39517. What is the sum of the divisibility multipliers for the primes that are coprime to 10 and less than 107?","<p>For each integer <var>p</var> &gt; 1 coprime to 10 there is a positive <em>divisibility multiplier</em> <var>m</var> &lt; <var>p</var> which preserves divisibility by <var>p</var> for the following function on any positive integer, <var>n</var>:</p><p><var>f</var>(<var>n</var>) = (all but the last digit of <var>n</var>) + (the last digit of <var>n</var>) * <var>m</var></p><p>That is, if <var>m</var> is the divisibility multiplier for <var>p</var>, then <var>f</var>(<var>n</var>) is divisible by <var>p</var> if and only if <var>n</var> is divisible by <var>p</var>.</p><p>(When <var>n</var> is much larger than <var>p</var>, <var>f</var>(<var>n</var>) will be less than <var>n</var> and repeated application of <var>f</var> provides a multiplicative divisibility test for <var>p</var>.)</p><p>For example, the divisibility multiplier for 113 is 34.</p><p><var>f</var>(76275) = 7627 + 5 * 34 = 7797 : 76275 and 7797 are both divisible by 113<br><var>f</var>(12345) = 1234 + 5 * 34 = 1404 : 12345 and 1404 are both not divisible by 113</p><p>The sum of the divisibility multipliers for the primes that are coprime to 10 and less than 1000 is 39517. What is the sum of the divisibility multipliers for the primes that are coprime to 10 and less than 10<sup>7</sup>?</p>",,,,
https://projecteuler.net/problem=275,275,Balanced Sculptures,"Friday, 22nd January 2010, 05:00 pm",479,85,"Let us define a balanced sculpture of order n as follows:
A polyomino made up of n+1 tiles known as the blocks (n tiles)
and the plinth (remaining tile);
the plinth has its centre at position (x = 0, y = 0);
the blocks have y-coordinates greater than zero (so the plinth is the unique lowest tile);
the centre of mass of all the blocks, combined, has x-coordinate equal to zero.
When counting the sculptures, any arrangements which are simply reflections about the y-axis, are not counted as distinct. For example, the 18 balanced sculptures of order 6 are shown below; note that each pair of mirror images (about the y-axis) is counted as one sculpture:
There are 964 balanced sculptures of order 10 and 360505 of order 15.
How many balanced sculptures are there of order 18?","<p>Let us define a <i>balanced sculpture</i> of order <var>n</var> as follows:</p><ul><li>A <dfn title=""An arrangement of identical squares connected through shared edges; holes are allowed."">polyomino</dfn> made up of <var>n</var>+1 tiles known as the <i>blocks</i> (<var>n</var> tiles)<br> and the <i>plinth</i> (remaining tile);</li><li>the plinth has its centre at position (<var>x</var> = 0, <var>y</var> = 0);</li><li>the blocks have <var>y</var>-coordinates greater than zero (so the plinth is the unique lowest tile);</li><li>the centre of mass of all the blocks, combined, has <var>x</var>-coordinate equal to zero.</li></ul><p>When counting the sculptures, any arrangements which are simply reflections about the <var>y</var>-axis, are <u>not</u> counted as distinct. For example, the 18 balanced sculptures of order 6 are shown below; note that each pair of mirror images (about the <var>y</var>-axis) is counted as one sculpture:</p><div align=""center""><img src=""project/images/p275_sculptures2.gif"" alt=""p275_sculptures2.gif""></div><p>There are 964 balanced sculptures of order 10 and 360505 of order 15.<br>How many balanced sculptures are there of order 18?</p>",p275_sculptures2.gif,https://projecteuler.net/project/images/p275_sculptures2.gif,,
https://projecteuler.net/problem=276,276,Primitive Triangles,"Friday, 29th January 2010, 09:00 pm",847,75,"Consider the triangles with integer sides a, b and c with a ≤ b ≤ c.
An integer sided triangle (a,b,c) is called primitive if gcd(a,b,c)=1.
How many primitive integer sided triangles exist with a perimeter not exceeding 10 000 000?","<p>Consider the triangles with integer sides a, b and c with a ≤ b ≤ c.<br>An integer sided triangle (a,b,c) is called primitive if <dfn title=""gcd(a,b,c)=gcd(a,gcd(b,c))""> gcd(a,b,c)</dfn>=1. <br>How many primitive integer sided triangles exist with a perimeter not exceeding 10 000 000?</p>",,,,
https://projecteuler.net/problem=277,277,A Modified Collatz sequence,"Saturday, 6th February 2010, 01:00 am",2566,35,"A modified Collatz sequence of integers is obtained from a starting value a1 in the following way:
an+1 = an/3 if an is divisible by 3. We shall denote this as a large downward step, ""D"".
an+1 = (4an + 2)/3 if an divided by 3 gives a remainder of 1. We shall denote this as an upward step, ""U"".
an+1 = (2an - 1)/3 if an divided by 3 gives a remainder of 2. We shall denote this as a small downward step, ""d"".
The sequence terminates when some an = 1.
Given any integer, we can list out the sequence of steps.
For instance if a1=231, then the sequence {an}={231,77,51,17,11,7,10,14,9,3,1} corresponds to the steps ""DdDddUUdDD"".
Of course, there are other sequences that begin with that same sequence ""DdDddUUdDD...."".
For instance, if a1=1004064, then the sequence is DdDddUUdDDDdUDUUUdDdUUDDDUdDD.
In fact, 1004064 is the smallest possible a1 > 106 that begins with the sequence DdDddUUdDD.
What is the smallest a1 > 1015 that begins with the sequence ""UDDDUdddDDUDDddDdDddDDUDDdUUDd""?","<p>A modified Collatz sequence of integers is obtained from a starting value a<sub>1</sub> in the following way:</p><p><var>a<sub>n+1</sub></var> = <var>a<sub>n</sub></var>/3 if <var>a<sub>n</sub></var> is divisible by 3. We shall denote this as a large downward step, ""D"".</p><p><var>a<sub>n+1</sub></var> = (4<var>a<sub>n</sub></var> + 2)/3 if <var>a<sub>n</sub></var> divided by 3 gives a remainder of 1. We shall denote this as an upward step, ""U"".</p><p><var>a<sub>n+1</sub></var> = (2<var>a<sub>n</sub></var> - 1)/3 if <var>a<sub>n</sub></var> divided by 3 gives a remainder of 2. We shall denote this as a small downward step, ""d"".</p><p>The sequence terminates when some <var>a<sub>n</sub></var> = 1.</p><p>Given any integer, we can list out the sequence of steps.<br>For instance if <var>a</var><sub>1</sub>=231, then the sequence {<var>a<sub>n</sub></var>}={231,77,51,17,11,7,10,14,9,3,1} corresponds to the steps ""DdDddUUdDD"".</p><p>Of course, there are other sequences that begin with that same sequence ""DdDddUUdDD...."".<br>For instance, if <var>a</var><sub>1</sub>=1004064, then the sequence is DdDddUUdDDDdUDUUUdDdUUDDDUdDD.<br>In fact, 1004064 is the smallest possible <var>a</var><sub>1</sub> &gt; 10<sup>6</sup> that begins with the sequence DdDddUUdDD.</p><p>What is the smallest <var>a</var><sub>1</sub> &gt; 10<sup>15</sup> that begins with the sequence ""UDDDUdddDDUDDddDdDddDDUDDdUUDd""?</p>",,,,
